"prey","bait","Enrichment_score","Specificity_score","Sum_scores","Borda_scores"
"Ralb","di4spUb",0,0.192068487908331,0.192068487908331,1.59576078728236
"Ralb","Rab5GDP",0,0.307145141086498,0.307145141086498,1.88663484486874
"Ralb","Rab5GTP",0.290331802271713,0.382673924192516,0.67300572646423,8.53953488372093
"Ralgapa1","EMPTY",0,0.605631817366332,0.605631817366332,2.63000785545954
"Ralgapa1","Rab5GDP",0,0.0596101435022155,0.0596101435022155,1.26196758386732
"Ralgapa1","Rab5GTP",0,0.0298613931769925,0.0298613931769925,1.2179756045367
"Ralgapa2","di4spUb",0,0.156572322650346,0.156572322650346,1.44145878181588
"Ralgapa2","Rab5GDP",0,0.220973101265823,0.220973101265823,1.6542463523804
"Ralgapa2","Rab5GTP",0,0.302337711231996,0.302337711231996,1.87020668353432
"Ralgapb","EMPTY",0,0.590649133876891,0.590649133876891,2.5929840546697
"Ralgapb","Rab5GDP",0,0.129694882233607,0.129694882233607,1.33690367134099
"Ralgapb","Rab5GTP",0,0.0463733208330582,0.0463733208330582,1.24352195761416
"Ralgds","EMPTY",0.542980893186004,0.604305186434992,1.147286079621,26.9106382978723
"Ralgds","Rab5GDP",0,0.316988804367216,0.316988804367216,1.92166925518266
"Ralgds","Rab5GTP",0,0.0878519393273239,0.0878519393273239,1.30061013230959
"Ralgps1","di4spUb",0,0.138500477042472,0.138500477042472,1.36995137919415
"Ralgps1","Rab5GDP",0,0.0959672222325235,0.0959672222325235,1.31097546930784
"Ralgps1","Rab5GTP",0,0.251753762173436,0.251753762173436,1.72300426845881
"Ralgps2","di4spUb",0,0.139526528813646,0.139526528813646,1.3751479861799
"Ralgps2","Rab5GDP",0,0.476827452668996,0.476827452668996,2.43241164152314
"Ralgps2","Rab5GTP",0,0.254661135053242,0.254661135053242,1.73002218912429
"Ralyl","di4spUb",0,0.192068487908331,0.192068487908331,1.59486647798918
"Ralyl","Rab5GDP",0,0.169883150389342,0.169883150389342,1.49621451104101
"Ralyl","Rab5GTP",0.290331802271713,0.382673924192516,0.67300572646423,8.53697315134243
"Ramp2","di4spUb",0,0.16381030978955,0.16381030978955,1.47054568003307
"Ramp2","Rab5GDP",0,0.294378128920059,0.294378128920059,1.84409020217729
"Ramp2","Rab5GTP",0,0.320999514994723,0.320999514994723,1.93829178586024
"Ran","EMPTY",0,0.570619988829382,0.570619988829382,2.54259548805003
"Ran","Rab5GDP",0,0.0296026436778452,0.0296026436778452,1.21719418306245
"Ran","Rab5GTP",0,0.0239314263869551,0.0239314263869551,1.20763844684914
"Ranbp1","di4spUb",0,0.166192351842732,0.166192351842732,1.48026007802341
"Ranbp1","Rab5GDP",0,0.308116238527048,0.308116238527048,1.88782380841819
"Ranbp1","Rab5GTP",0,0.327643895819648,0.327643895819648,1.96913921948519
"Ranbp10","di4spUb",0,0.18263153285584,0.18263153285584,1.55240978643319
"Ranbp10","Rab5GDP",0,0.394286970164618,0.394286970164618,2.25231499802137
"Ranbp10","Rab5GTP",0,0.364444898865286,0.364444898865286,2.12555551406057
"Ranbp17","di4spUb",0,0.154180415152803,0.154180415152803,1.43087714005581
"Ranbp17","Rab5GDP",0,0.216255511217035,0.216255511217035,1.6461129106895
"Ranbp17","Rab5GTP",0,0.295815222254359,0.295815222254359,1.84732229795521
"Ranbp2","di4spUb",0,0.137626861524115,0.137626861524115,1.36469572723349
"Ranbp2","Rab5GDP",0,0.0909535700158228,0.0909535700158228,1.30382791560717
"Ranbp2","Rab5GTP",0,0.249131141050235,0.249131141050235,1.7156292388847
"Ranbp3l","di4spUb",0,0.00866738233784128,0.00866738233784128,1.17926404773744
"Ranbp3l","Rab5GDP",0,0.291320756943147,0.291320756943147,1.83316155629992
"Ranbp3l","Rab5GTP",0,0.203337888973741,0.203337888973741,1.62896393817974
